Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By
135845363,view schedule details ,"",,,,feature,1,accepted,"Dec 9, 2016","Dec 12, 2016",,SengHong,"as a user, i want to view the schedule details 
when i navigate into that page, so that i can check and arrange any future schedule",https://www.pivotaltracker.com/story/show/135845363,SengHong
